时间,最高,最低,收盘,涨跌,涨幅%,振幅%,总手(万),金额(亿),年份
1992/4/23,408.86,394.6,407.25,7.37,1.84,3.57,6915400,71062030,1992
1992/4/24,415.05,397.74,414.4,7.15,1.76,4.25,4693800,47646455,1992
1992/4/27,424.92,413.47,424.58,10.18,2.46,2.76,5121600,53584928,1992
1992/4/28,436.31,424.58,436.09,11.51,2.71,2.76,4776000,53950373,1992
1992/4/29,446.12,436.09,444.16,8.07,1.85,2.3,5945100,66766725,1992
1992/4/30,448.94,433.66,445.38,1.22,0.27,3.44,4447100,52587303,1992
1992/5/4,456.24,445.38,453.62,8.24,1.85,2.44,9893300,101358171,1992
1992/5/5,455.36,439.96,449.21,-4.41,-0.97,3.39,7725800,78293128,1992
1992/5/6,454.08,446.39,449.96,0.75,0.17,1.71,5433300,54371218,1992
1992/5/7,457.05,449.55,454.65,4.69,1.04,1.67,5006800,51743917,1992
1992/5/8,468.42,454.65,468.11,13.46,2.96,3.03,8392400,84729008,1992
1992/5/11,491.5,468.11,490.5,22.39,4.78,5,9400,60653968,1992
1992/5/12,506.68,491.5,506.53,16.03,3.27,3.09,6523000,65369229,1992
1992/5/13,517.86,499.4,514.04,7.51,1.48,3.64,6420500,64664418,1992
1992/5/14,523.5,511.91,523.36,9.32,1.81,2.25,5911100,60063574,1992
1992/5/15,544.54,523.36,544.35,20.99,4.01,4.05,6228300,75109304,1992
1992/5/18,571.85,544.35,571.82,27.47,5.05,5.05,6080500,61340826,1992
1992/5/19,598.11,571.82,598.11,26.29,4.6,4.6,4735700,58722429,1992
1992/5/20,623.88,598.11,616.99,18.88,3.16,4.31,11184400,119286157,1992
1992/5/21,1334.98,604.01,1266.49,649.5,,118.47,16983000,181277350,1992
1992/5/22,1349.71,1262.44,1339.99,73.5,5.8,6.89,19195000,204173230,1992
1992/5/25,1428.79,1339.99,1421.57,81.58,6.09,6.63,21309100,222429080,1992
1992/5/26,1429.01,1291,1301.33,-120.24,-8.46,9.71,13847200,149448660,1992
1992/5/27,1285.59,823.36,1193.17,-108.16,-8.31,35.52,12975800,138824380,1992
1992/5/28,1184.18,1114.94,1160.17,-33,-2.77,5.8,11611900,117388178,1992
1992/5/29,1253.35,1154.01,1234.71,74.54,6.42,8.56,13529100,135997220,1992
1992/6/1,1249.58,1129.28,1183.24,-51.47,-4.17,9.74,10516100,105366093,1992
1992/6/2,1184.28,1138.58,1141.02,-42.22,-3.57,3.86,8428300,84509556,1992
1992/6/3,1141.02,1033.47,1059.07,-81.95,-7.18,9.43,9118100,91844888,1992
1992/6/4,1118.93,1050.45,1104.46,45.39,4.29,6.47,9411700,94263229,1992
1992/6/5,1143.07,1099.91,1105.76,1.3,0.12,3.91,10042600,100847244,1992
1992/6/8,1121.41,1085.19,1093.46,-12.3,-1.11,3.28,6571100,63968818,1992
1992/6/9,1144.39,1079.65,1126.6,33.14,3.03,5.92,8102800,78762151,1992
1992/6/10,1206.51,1134.73,1187.02,60.42,5.36,6.37,15419300,140149760,1992
1992/6/11,1188.68,1172.08,1178.3,-8.72,-0.73,1.4,10740800,85107111,1992
1992/6/12,1178.3,1153.97,1171.71,-6.59,-0.56,2.06,11381200,104835184,1992
1992/6/15,1181.84,1152.69,1171.83,0.12,0.01,2.49,8995600,78204178,1992
1992/6/16,1171.75,1135.61,1166.7,-5.13,-0.44,3.08,9213200,85477151,1992
1992/6/17,1186.58,1166.26,1169.57,2.87,0.25,1.74,9051000,84383974,1992
1992/6/18,1172.84,1158.32,1168.43,-1.14,-0.1,1.24,6335700,61629572,1992
1992/6/19,1171.94,1161.8,1171.94,3.51,0.3,0.87,5980200,55724545,1992
1992/6/22,1180.21,1165.74,1169.9,-2.04,-0.17,1.23,7047500,64265464,1992
1992/6/23,1172.46,1154.6,1158.17,-11.73,-1,1.53,5552700,44559364,1992
1992/6/24,1158.17,1144.46,1151.06,-7.11,-0.61,1.18,4371500,36497766,1992
1992/6/25,1160.23,1148.02,1160.23,9.17,0.8,1.06,5827700,50127998,1992
1992/6/26,1207.82,1160.23,1164.67,4.44,0.38,4.1,8954800,64137810,1992
1992/6/29,1173.49,1156.68,1169.51,4.84,0.42,1.44,10710300,102578796,1992
1992/6/30,1193.16,1169.51,1191.19,21.68,1.85,2.02,15946200,147621700,1992
1992/7/1,1215.13,1182.05,1194.18,2.99,0.25,2.78,11602500,112406302,1992
1992/7/2,1198.66,1179.84,1187.48,-6.7,-0.56,1.58,9552900,92341060,1992
1992/7/3,1193.39,1183.96,1189.16,1.68,0.14,0.79,18078200,154763620,1992
1992/7/6,1215.24,1190.27,1201.01,11.85,1,2.1,19252400,178472990,1992
1992/7/7,1206.91,1195.81,1206.46,5.45,0.45,0.92,19982600,188306230,1992
1992/7/8,1211.27,1182.72,1185.5,-20.96,-1.74,2.37,13018800,138880310,1992
1992/7/9,1187.18,1168.78,1178.53,-6.97,-0.59,1.55,12648500,130815440,1992
1992/7/10,1192.98,1166.45,1188.6,10.07,0.85,2.25,12928500,134101378,1992
1992/7/13,1198.9,1131.21,1136.33,-52.27,-4.4,5.69,11847400,123468475,1992
1992/7/14,1139.96,1110.19,1114.05,-22.28,-1.96,2.62,8971200,95340924,1992
1992/7/15,1135.57,1100.16,1107.69,-6.36,-0.57,3.18,11894200,121584360,1992
1992/7/16,1214.83,1108.23,1124.64,16.95,1.53,9.62,14819700,151032600,1992
1992/7/17,1134.32,1116.14,1125.56,0.92,0.08,1.62,10470200,115821091,1992
1992/7/20,1126.96,1094.81,1098.82,-26.74,-2.38,2.86,6322900,67313538,1992
1992/7/21,1096.49,1079.75,1082.39,-16.43,-1.5,1.52,6107400,66221851,1992
1992/7/22,1081.81,1034.91,1035.66,-46.73,-4.32,4.33,10127600,105623180,1992
1992/7/23,1033.75,961.61,1014.57,-21.09,-2.04,6.97,12454200,137013290,1992
1992/7/24,1178.9,1014.08,1142.02,127.45,12.56,16.25,9267000,100041780,1992
1992/7/27,1178.81,1108.05,1149.33,7.31,0.64,6.2,11800700,122257738,1992
1992/7/28,1148.63,1102.02,1105.95,-43.38,-3.77,4.06,9238500,105616882,1992
1992/7/29,1108.06,1047.03,1087.1,-18.85,-1.7,5.52,7387100,85225679,1992
1992/7/30,1087.34,1043.79,1057.4,-29.7,-2.73,4.01,6509500,88690330,1992
1992/7/31,1052.07,1032.54,1052.07,-5.33,-0.5,1.85,5323600,77149541,1992
1992/8/3,1060.34,1026.83,1031.55,-20.52,-1.95,3.19,5999700,73754403,1992
1992/8/4,1036.33,1016.16,1035.63,4.08,0.4,1.96,5254800,63035097,1992
1992/8/5,1038.3,1011.66,1012.55,-23.08,-2.23,2.57,6599200,76139993,1992
1992/8/6,1010.76,983.22,1002.17,-10.38,-1.03,2.72,9681400,108106841,1992
1992/8/7,1006.11,995.71,1005.23,3.06,0.31,1.04,8817900,101706996,1992
1992/8/10,1006.64,956.55,964.09,-41.14,-4.09,4.98,9638500,111257788,1992
1992/8/11,961.61,797.6,863.41,-100.68,-10.44,17.01,14094000,153828820,1992
1992/8/12,843.3,627.36,781.21,-82.2,-9.52,25.01,17502800,188801200,1992
1992/8/13,890.06,745.62,850.94,69.73,8.93,18.49,16344300,171260110,1992
1992/8/14,900.51,818.12,858.38,7.44,0.87,9.68,15275400,159447570,1992
1992/8/17,940.76,858.38,939.46,81.08,9.45,9.6,18451400,190291930,1992
1992/8/18,999.69,921.98,933.44,-6.02,-0.64,8.27,25416600,259401680,1992
1992/8/19,951.16,888.23,939.51,6.07,0.65,6.74,12901300,131836239,1992
1992/8/20,946.73,918.65,932.32,-7.19,-0.77,2.99,13211100,177488020,1992
1992/8/21,938.37,912.89,916.25,-16.07,-1.72,2.73,14460900,189594660,1992
1992/8/24,920.85,881.33,884.1,-32.15,-3.51,4.31,14434800,155058340,1992
1992/8/25,887.49,848.05,849.57,-34.53,-3.91,4.46,12778800,135092140,1992
1992/8/26,877.25,827.36,877.25,27.68,3.26,5.87,13023100,153392990,1992
1992/8/27,880.02,861.64,863.77,-13.48,-1.54,2.1,8766600,89723328,1992
1992/8/28,866.98,825.01,848.2,-15.57,-1.8,4.86,7951900,95684135,1992
1992/8/31,848.4,823.02,823.27,-24.93,-2.94,2.99,7087800,77675193,1992
1992/9/1,832.84,807.37,824.96,1.69,0.21,3.09,7102100,87529173,1992
1992/9/2,826.68,783.96,787.67,-37.29,-4.52,5.18,12722800,140242140,1992
1992/9/3,781.33,742.74,764.11,-23.56,-2.99,4.9,18598500,206650590,1992
1992/9/4,776.18,749.46,753.58,-10.53,-1.38,3.5,12170700,130811504,1992
1992/9/7,788.15,700.79,702.83,-50.75,-6.73,11.59,13418600,135455440,1992
1992/9/8,702.83,595.41,640.12,-62.71,-8.92,15.28,12956700,130824891,1992
1992/9/9,643.77,608.04,635.74,-4.38,-0.68,5.58,12596300,131749927,1992
1992/9/10,695.18,622.01,692.78,57.04,8.97,11.51,13758000,142572830,1992
1992/9/11,789.18,719.39,776.29,83.51,12.05,10.07,15892200,165860410,1992
1992/9/14,793.36,714.93,734.98,-41.31,-5.32,10.1,18672100,195830020,1992
1992/9/15,751.22,694.32,738.16,3.18,0.43,7.74,15050200,157671770,1992
1992/9/16,776.68,738.16,769.04,30.88,4.18,5.22,19464600,203054660,1992
1992/9/17,779.56,751.08,761.72,-7.32,-0.95,3.7,14237500,144745020,1992
1992/9/18,761.72,715.89,754.4,-7.32,-0.96,6.02,7765500,81858483,1992
1992/9/21,760.13,730.3,733.44,-20.96,-2.78,3.95,11520700,116545250,1992
1992/9/22,736.9,716.23,722.7,-10.74,-1.46,2.82,8831100,91083474,1992
1992/9/23,725.59,708.5,712.37,-10.33,-1.43,2.36,7970700,82873133,1992
1992/9/24,735.49,709.63,730.57,18.2,2.55,3.63,8701700,92839186,1992
1992/9/25,735.75,723.56,729.79,-0.78,-0.11,1.67,6734600,76255512,1992
1992/9/28,729.79,721.19,724.7,-5.09,-0.7,1.18,3303300,40798092,1992
1992/9/29,728.42,707.82,710.63,-14.07,-1.94,2.84,7786100,82381424,1992
1992/9/30,710.63,698.91,702.32,-8.31,-1.17,1.65,8633900,96512331,1992
1992/10/5,702.32,668.9,679.62,-22.7,-3.23,4.76,10100100,109752839,1992
1992/10/6,692.62,664.27,674.24,-5.38,-0.79,4.17,9554800,97525768,1992
1992/10/7,676.84,664.43,665.26,-8.98,-1.33,1.84,5725600,60947452,1992
1992/10/8,671.67,640.22,643.69,-21.57,-3.24,4.73,9194400,96306257,1992
1992/10/9,668.73,643.66,660.29,16.6,2.58,3.89,11146000,114917315,1992
1992/10/12,713.77,661.99,690.57,30.28,4.59,7.84,14573800,149660950,1992
1992/10/13,701.3,669.56,673.99,-16.58,-2.4,4.6,15246300,158357820,1992
1992/10/14,673.94,648.84,663.75,-10.24,-1.52,3.72,13890900,142121780,1992
1992/10/15,667,650.91,663.53,-0.22,-0.03,2.42,10387900,106075266,1992
1992/10/16,668.57,661.2,664.75,1.22,0.18,1.11,8981200,91893604,1992
1992/10/19,667.46,632.4,632.4,-32.35,-4.87,5.27,9785800,100268787,1992
1992/10/20,663.65,604.5,616.29,-16.11,-2.55,9.35,9582500,103067023,1992
1992/10/21,616.29,577.23,585.7,-30.59,-4.96,6.34,10425900,107881921,1992
1992/10/22,584.91,535.79,539.79,-45.91,-7.84,8.39,14688900,149734160,1992
1992/10/23,577.52,524.07,559.73,19.94,3.69,9.9,10716200,114178026,1992
1992/10/26,561.5,504.81,506.94,-52.79,-9.43,10.13,12189000,125484300,1992
1992/10/27,506.28,448.28,450.28,-56.66,-11.18,11.44,12665300,128776631,1992
1992/10/28,470.98,447.93,463.21,12.93,2.87,5.12,9677200,103788751,1992
1992/10/29,484.51,455.22,484.25,21.04,4.54,6.32,8449700,94125299,1992
1992/10/30,507.25,484.45,507.25,23,4.75,4.71,12257000,129964633,1992
1992/11/2,508.81,465.55,477.61,-29.64,-5.84,8.53,8310900,99006888,1992
1992/11/3,487.07,465.6,479.81,2.2,0.46,4.5,6877000,90717080,1992
1992/11/4,481.6,465.09,469.9,-9.91,-2.07,3.44,5917700,85452806,1992
1992/11/5,470.89,457.03,462.63,-7.27,-1.55,2.95,6102200,72446923,1992
1992/11/6,468.59,455.73,457.05,-5.58,-1.21,2.78,4024500,52648375,1992
1992/11/9,459.04,424.68,428.61,-28.44,-6.22,7.52,6520800,71923496,1992
1992/11/10,428.34,391.17,400.53,-28.08,-6.55,8.67,8188600,89992268,1992
1992/11/11,410.16,388.32,410.16,9.63,2.4,5.45,6033400,70781591,1992
1992/11/12,416.22,402.33,415.79,5.63,1.37,3.39,8121000,87130771,1992
1992/11/13,421.67,413.3,414.09,-1.7,-0.41,2.01,7133600,79106313,1992
1992/11/16,415.64,397.63,399.32,-14.77,-3.57,4.35,5985400,67165775,1992
1992/11/17,399.08,386.85,393.52,-5.8,-1.45,3.06,6202200,67791565,1992
1992/11/18,407.61,389.59,407.61,14.09,3.58,4.58,5557400,59699465,1992
1992/11/19,412.23,395.16,398.95,-8.66,-2.12,4.19,6995400,76385024,1992
1992/11/20,401.44,394.31,401.44,2.49,0.62,1.79,4743900,55774221,1992
1992/11/23,410.57,401.82,410.39,8.95,2.23,2.18,8645400,91610670,1992
1992/11/24,448.44,410.81,440.04,29.65,7.22,9.17,12031800,125234973,1992
1992/11/25,571.63,441.54,571.63,131.59,29.9,29.56,25550400,264883550,1992
1992/11/26,752.32,562.01,562.01,-9.62,-1.68,33.29,44385800,451184720,1992
1992/11/27,682.4,490.54,637.66,75.65,13.46,34.14,30076000,303435900,1992
1992/11/30,727.13,637.66,724.6,86.94,13.63,14.03,46168400,466139370,1992
1992/12/1,749.89,713.85,716.74,-7.86,-1.08,4.97,25250400,262537140,1992
1992/12/2,722.2,690.63,722.2,5.46,0.76,4.4,22267100,232763870,1992
1992/12/3,826.06,739.03,808.2,86,11.91,12.05,41969000,444369460,1992
1992/12/4,841.02,807.02,807.02,-1.18,-0.15,4.21,45735800,461615530,1992
1992/12/7,803.12,757.34,793.25,-13.77,-1.71,5.67,33265700,339071270,1992
1992/12/8,811.57,743.9,753.94,-39.31,-4.96,8.53,59071400,596425620,1992
1992/12/9,752.89,661.66,676.45,-77.49,-10.28,12.1,33678500,342674180,1992
1992/12/10,693.41,592.78,625.23,-51.22,-7.57,14.88,25293400,258176430,1992
1992/12/11,735.62,628.91,722.28,97.05,15.52,17.07,36787100,372690510,1992
1992/12/14,748.19,668.07,705.07,-17.21,-2.38,11.09,22777100,231872150,1992
1992/12/15,713.9,682.24,682.24,-22.83,-3.24,4.49,16075200,166198340,1992
1992/12/16,690.25,663.17,685.82,3.58,0.52,3.97,13007600,135191460,1992
1992/12/17,707.82,685.65,707.82,22,3.21,3.23,13943300,150199560,1992
1992/12/18,721.26,690.45,698.13,-9.69,-1.37,4.35,13286100,142493090,1992
1992/12/21,731.68,697.7,731.68,33.55,4.81,4.87,40767300,411629040,1992
1992/12/22,731.9,724.74,725.78,-5.9,-0.81,0.98,23063100,233273300,1992
1992/12/23,736.27,721.44,732.05,6.27,0.86,2.04,13421500,138606920,1992
1992/12/24,758.59,731.31,758.59,26.54,3.63,3.73,21406400,217228550,1992
1992/12/25,781.36,761.89,764.28,5.69,0.75,2.57,36220900,366033310,1992
1992/12/28,772.29,756.89,757.31,-6.97,-0.91,2.01,17376100,178234850,1992
1992/12/29,769.61,754.54,768.91,11.6,1.53,1.99,17915300,187125990,1992
1992/12/30,777.43,767.07,767.52,-1.39,-0.18,1.35,18455100,194586540,1992
1992/12/31,784.03,765.41,780.39,12.87,1.68,2.43,17231500,180355050,1992
1993/1/4,816.64,777.16,814.04,33.65,4.31,5.06,26300400,263005150,1993
1993/1/5,859.19,813.34,858.72,44.68,5.49,5.63,156200,495873690,1993
1993/1/6,883.42,843.16,847.44,-11.28,-1.31,4.69,56003800,543263430,1993
1993/1/7,868.97,849.53,868.97,21.53,2.54,2.29,35480100,353814530,1993
1993/1/8,893.86,878.33,889.47,20.5,2.36,1.79,61836900,606896180,1993
1993/1/11,977.42,901.47,977.42,87.95,9.89,8.54,93691700,902280900,1993
1993/1/12,1028.43,982.15,987.26,9.84,1.01,4.73,92232000,860616640,1993
1993/1/13,1024.05,973.3,1024.05,36.79,3.73,5.14,57267700,552202130,1993
1993/1/14,1088.58,1036.03,1086.43,62.38,6.09,5.13,96979300,936366190,1993
1993/1/15,1099.83,1054.46,1063.76,-22.67,-2.09,4.18,543200,698121230,1993
1993/1/18,1078.03,1052.8,1055.32,-8.44,-0.79,2.37,50366300,496584100,1993
1993/1/19,1064.08,991.83,991.83,-63.49,-6.02,6.85,59389100,587916250,1993
1993/1/20,1050.09,984.74,1043.31,51.48,5.19,6.59,39201200,388841870,1993
1993/1/21,1077.82,1046.18,1074.26,30.95,2.97,3.03,47613500,466198970,1993
1993/1/22,1109.58,1073.64,1100.31,26.05,2.42,3.35,50541200,497124540,1993
1993/1/27,1162.44,1113.57,1162.44,62.13,5.65,4.44,77749800,764462840,1993
1993/1/28,1186.21,1146.9,1150.35,-12.09,-1.04,3.38,79453400,772350150,1993
1993/1/29,1198.48,1140.24,1198.48,48.13,4.18,5.06,77772700,753545410,1993
1993/2/1,1278.5,1222.18,1278.5,80.02,6.68,4.7,124481600,1288016300,1993
1993/2/2,1325.24,1291.99,1310.58,32.08,2.51,2.6,116568800,1186359140,1993
1993/2/3,1326.19,1265.7,1300.56,-10.02,-0.76,4.62,98489800,1007197890,1993
1993/2/4,1371.58,1297.46,1371.58,71.02,5.46,5.7,109766500,1114135580,1993
1993/2/5,1404.64,1325.85,1332.96,-38.62,-2.82,5.74,137769300,1385290700,1993
1993/2/8,1393.34,1334.19,1393.17,60.21,4.52,4.44,113463800,1134661070,1993
1993/2/9,1483.52,1426.48,1474.92,81.75,5.87,4.09,160899000,1635836000,1993
1993/2/10,1528.51,1448.07,1454.46,-20.46,-1.39,5.45,176715900,1776944100,1993
1993/2/11,1497.01,1364.67,1397.38,-57.08,-3.92,9.1,139091200,1362061200,1993
1993/2/12,1458.76,1352.27,1458.76,61.38,4.39,7.62,122429600,1160274650,1993
1993/2/15,1544.1,1499.1,1536.82,78.06,5.35,3.08,156256000,1598791200,1993
1993/2/16,1558.95,1504.36,1513.48,-23.34,-1.52,3.55,119030900,1218624520,1993
1993/2/17,1533.58,1502.88,1504,-9.48,-0.63,2.03,95616400,956165280,1993
1993/2/18,1538.61,1497.79,1508.22,4.22,0.28,2.71,92360200,997229050,1993
1993/2/19,1514.46,1441.07,1499.74,-8.48,-0.56,4.87,142743600,1482042800,1993
1993/2/22,1527.13,1453.31,1456.29,-43.45,-2.9,4.92,85572300,941933200,1993
1993/2/23,1466.07,1346.15,1367.36,-88.93,-6.11,8.23,93841600,992925980,1993
1993/2/24,1346.48,1196.47,1264.96,-102.4,-7.49,10.97,144239700,1506185100,1993
1993/2/25,1421.35,1261.76,1410.36,145.4,11.49,12.62,134767200,1400826300,1993
1993/2/26,1444.05,1320.89,1339.88,-70.48,-5,8.73,157758400,1613234400,1993
1993/3/1,1339.1,1199.73,1199.73,-140.15,-10.46,10.4,85386900,891107150,1993
1993/3/2,1285.17,1186.33,1245.09,45.36,3.78,8.24,82732200,858824230,1993
1993/3/3,1267.54,1220.03,1231.77,-13.32,-1.07,3.82,35383200,378409790,1993
1993/3/4,1244.65,1131.29,1159.13,-72.64,-5.9,9.2,49926300,529912410,1993
1993/3/5,1180.58,1026.18,1109.54,-49.59,-4.28,13.32,90117100,919757130,1993
1993/3/8,1325.49,1133.46,1209.65,100.11,9.02,17.31,183143400,1862036500,1993
1993/3/9,1209.66,1129.81,1137.79,-71.86,-5.94,6.6,82503200,861924150,1993
1993/3/10,1190.33,1089.34,1188.97,51.18,4.5,8.88,67346200,691215620,1993
1993/3/11,1261.8,1196.25,1261.8,72.83,6.13,5.51,104360600,1060954130,1993
1993/3/12,1286.07,1231.39,1236.35,-25.45,-2.02,4.33,95839300,970839380,1993
1993/3/15,1241.04,1171.73,1171.73,-64.62,-5.23,5.61,51423000,488143490,1993
1993/3/16,1222.55,1155.08,1222.55,50.82,4.34,5.76,42094400,435521860,1993
1993/3/17,1239.33,1193.58,1202.83,-19.72,-1.61,3.74,30923400,297425640,1993
1993/3/18,1206.58,1171.43,1184.48,-18.35,-1.53,2.92,30978000,295856040,1993
1993/3/19,1207.56,1171.73,1174.99,-9.49,-0.8,3.02,43165800,418083130,1993
1993/3/22,1179.05,1036.92,1036.92,-138.07,-11.75,12.1,64584900,620035550,1993
1993/3/23,1035.63,958.42,971.25,-65.67,-6.33,7.45,54890800,520749990,1993
1993/3/24,996.58,956.97,956.97,-14.28,-1.47,4.08,31525300,296481060,1993
1993/3/25,965.96,913.74,945.42,-11.55,-1.21,5.46,30942000,299417350,1993
1993/3/26,1039.76,945.93,1039.76,94.34,9.98,9.92,75983300,728573230,1993
1993/3/29,1047.88,961.49,970.45,-69.31,-6.67,8.31,33636900,340546960,1993
1993/3/30,992.11,958.05,958.05,-12.4,-1.28,3.51,33980900,305391080,1993
1993/3/31,957.94,918.4,925.91,-32.14,-3.35,4.13,31330600,286447760,1993
1993/4/1,949.77,915.59,947.23,21.32,2.3,3.69,19117400,198180620,1993
1993/4/2,968.05,940.55,944.01,-3.22,-0.34,2.9,25621400,266862130,1993
1993/4/5,947.9,924.49,947.87,3.86,0.41,2.48,20002100,169059750,1993
1993/4/6,1064.85,949.05,1059.6,111.73,11.79,12.22,75833100,707362600,1993
1993/4/7,1158.74,1076.45,1099.6,40,3.78,7.77,180620200,1727397200,1993
1993/4/8,1238.85,1099.6,1237.07,137.47,12.5,12.66,187953100,1807168000,1993
1993/4/9,1340.91,1236.46,1243.02,5.95,0.48,8.44,205790300,1965253200,1993
1993/4/12,1276.41,1195.57,1203.54,-39.48,-3.18,6.5,126450500,1210578590,1993
1993/4/13,1297.83,1201.07,1297.34,93.8,7.79,8.04,136310400,1330795930,1993
1993/4/14,1341.19,1247.83,1272.39,-24.95,-1.92,7.2,233736200,1890574100,1993
1993/4/15,1298.33,1255.94,1278.83,6.44,0.51,3.33,118352800,1191252330,1993
1993/4/16,1287.08,1211.83,1214.75,-64.08,-5.01,5.88,131956900,1327288540,1993
1993/4/19,1241.84,1185.76,1223.22,8.47,0.7,4.62,87329400,879194830,1993
1993/4/20,1257.08,1233.72,1235.52,12.3,1.01,1.91,93352900,941172010,1993
1993/4/21,1243.47,1220.08,1222.56,-12.96,-1.05,1.89,50646200,496725110,1993
1993/4/22,1267.33,1220.27,1267.33,44.77,3.66,3.85,71887200,701230960,1993
1993/4/23,1295.76,1255.85,1260.25,-7.08,-0.56,3.15,119995300,1176186590,1993
1993/4/26,1345.73,1282.54,1345.61,85.36,6.77,5.01,191973700,1926985000,1993
1993/4/27,1391.42,1360.83,1363.44,17.83,1.33,2.27,206688500,2046093800,1993
1993/4/28,1382.83,1357.91,1372.5,9.06,0.66,1.83,134914400,1321925570,1993
1993/4/29,1392.62,1348.38,1349.68,-22.82,-1.66,3.22,104287200,1018376990,1993
1993/4/30,1363.11,1336.59,1358.78,9.1,0.67,1.96,81612900,797397260,1993
1993/5/3,1380.5,1349.98,1352.24,-6.54,-0.48,2.25,121020100,1049649640,1993
1993/5/4,1365.92,1234.55,1241.16,-111.08,-8.21,9.71,166404900,1645647900,1993
1993/5/5,1273.13,1204.06,1246.82,5.66,0.46,5.56,95615200,936945040,1993
1993/5/6,1250.39,1151.49,1162.92,-83.9,-6.73,7.93,96034400,938699570,1993
1993/5/7,1210.78,1159.16,1199.81,36.89,3.17,4.44,83848400,857568710,1993
1993/5/10,1221.98,1110.94,1128.29,-71.52,-5.96,9.25,77677200,765991750,1993
1993/5/11,1138.49,1107.66,1136.74,8.45,0.75,2.73,43501200,430077220,1993
1993/5/12,1160.51,1133.93,1140.19,3.45,0.3,2.34,49036900,488317420,1993
1993/5/13,1177.28,1140.21,1177.28,37.09,3.25,3.25,36244600,357621670,1993
1993/5/14,1201.44,1161.19,1167.47,-9.81,-0.83,3.42,49932000,489705090,1993
1993/5/17,1162.07,1097.59,1140.04,-27.43,-2.35,5.52,32735400,333078580,1993
1993/5/18,1148.33,1128.75,1130.26,-9.78,-0.86,1.72,32370900,331719520,1993
1993/5/19,1147.22,1127.43,1147.22,16.96,1.5,1.75,18082000,192081450,1993
1993/5/20,1175.2,1148.56,1165.4,18.18,1.58,2.32,41885200,400856000,1993
1993/5/21,1178.54,1133.2,1143.97,-21.43,-1.84,3.89,23004000,246662050,1993
1993/5/24,1143.97,1024.69,1026.13,-117.84,-10.3,10.43,59168500,579288740,1993
1993/5/25,1020.32,965.29,997.95,-28.18,-2.75,5.36,45925200,475956560,1993
1993/5/26,1008.55,992.94,995.45,-2.5,-0.25,1.56,29933700,314099550,1993
1993/5/27,1001.63,942.21,963.61,-31.84,-3.2,5.97,33387400,317362900,1993
1993/5/28,980.96,959.25,972.77,9.16,0.95,2.25,29922200,315795620,1993
1993/5/31,980.03,930.64,935.48,-37.29,-3.83,5.08,32946400,306805750,1993
1993/6/1,935.9,859.48,928.58,-6.9,-0.74,8.17,31807200,314435710,1993
1993/6/2,1081.2,904.32,1081.2,152.62,16.44,19.05,163241900,1628528300,1993
1993/6/3,1177.91,961.32,1018.29,-62.91,-5.82,20.03,217569200,2173711800,1993
1993/6/4,1031.03,981.89,1004.3,-13.99,-1.37,4.83,82779700,851142210,1993
1993/6/7,1068.83,982.03,1064.98,60.68,6.04,8.64,82181800,814523430,1993
1993/6/8,1101.69,1054.31,1074.58,9.6,0.9,4.45,190535000,1900171900,1993
1993/6/9,1081.18,1053.32,1065.19,-9.39,-0.87,2.59,68237900,678490170,1993
1993/6/10,1070.06,1040.38,1044.44,-20.75,-1.95,2.79,58202400,579510680,1993
1993/6/11,1052.56,1024.2,1047,2.56,0.25,2.72,48283100,480181970,1993
1993/6/14,1046.07,990.16,1000.43,-46.57,-4.45,5.34,81993500,806081800,1993
1993/6/15,1002.96,981.84,1001.61,1.18,0.12,2.11,38217400,373596580,1993
1993/6/16,1013.81,997.33,1004.24,2.63,0.26,1.65,24669700,253329620,1993
1993/6/17,1016.23,998,998,-6.24,-0.62,1.82,21720000,211535310,1993
1993/6/18,1007.25,989.21,1005.98,7.98,0.8,1.81,24654400,241336410,1993
1993/6/21,1003.98,967.74,977.61,-28.37,-2.82,3.6,26262500,270902240,1993
1993/6/22,987.07,971.63,981.13,3.52,0.36,1.58,16266800,127836813,1993
1993/6/23,991.21,980.53,986.02,4.89,0.5,1.09,13285600,109287820,1993
1993/6/24,993.8,974.17,980.17,-5.85,-0.59,1.99,15281700,134036885,1993
1993/6/25,1041.22,979.93,1006.64,26.47,2.7,6.25,31242200,297413140,1993
1993/6/28,1010.52,983.97,1002.42,-4.22,-0.42,2.64,49678300,484217730,1993
1993/6/29,1037.49,1002.61,1028.44,26.02,2.6,3.48,146898700,1457107800,1993
1993/6/30,1043.05,1003.86,1007.05,-21.39,-2.08,3.81,110679600,1099510210,1993
1993/7/1,1009.89,980.05,997.53,-9.52,-0.95,2.96,63620100,636201660,1993
1993/7/2,1002.87,986.98,986.98,-10.55,-1.06,1.59,37253900,372539430,1993
1993/7/5,980.92,946.87,952.31,-34.67,-3.51,3.45,43080400,436289430,1993
